Detected    Correct Sentence
ENTY.animal	ENTY.cremat	what 's the only work by michelangelo that bears his signature ?
HUM.ind	ENTY.cremat	in what medium is stuart hamblen considered to be the first singing cowboy ?
HUM.ind	ENTY.cremat	what broadway musical was inspired by cervantes 's don quixote ?
HUM.ind	ENTY.cremat	what album put the beatles on the cover of time in 1967 ?
HUM.ind	ENTY.cremat	on what t.v. show could tom terrific be found ?
HUM.ind	ENTY.cremat	what tv game show once saw a contestant admit to picking his toes in the shower ?
HUM.ind	ENTY.cremat	what cbs soap opera was interrupted by the bulletin of john f. kennedy 's assassination ?
DESC.def	ENTY.cremat	what is the longest-running television series ?
HUM.ind	ENTY.cremat	what children 's tale contains the line : `` come , cinderslut , and hold this skein of wool for me '' ?
DESC.def	ENTY.cremat	what is the jewish bible called ?
HUM.ind	ENTY.cremat	name a movie about the sioux indians starring kevin costner .
HUM.ind	ENTY.cremat	what was the name of the sitcom that alyssa milano starred in with tony danza ?
HUM.ind	ENTY.cremat	what was the name of that popular song the creeps sang ?
HUM.ind	ENTY.cremat	what did shostakovich write for rostropovich ?
HUM.ind	ENTY.cremat	what was the name of the movie that starred sharon stone and arnold schwarzenegger ?
HUM.ind	ENTY.cremat	what kind of books does fodor 's publish ?
HUM.ind	ENTY.cremat	what 2 statues did france give to other countries ?
HUM.gr	ENTY.cremat	what are the shortest and the longest songs ever produced ?
HUM.ind	ENTY.cremat	what was connecticut 's first constitution called ?
HUM.ind	ENTY.cremat	what were popular songs and types of songs in the 1920s ?
HUM.ind	ENTY.cremat	what boris pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?
HUM.ind	ENTY.cremat	name the only extant trilogy of classical greek plays .
HUM.ind	ENTY.cremat	what 1966 boob tube bomb took astronauts back to prehistoric times ?
HUM.ind	DESC.reason	what are cushman and wakefield known for ?
DESC.def	DESC.reason	what is betsy ross famous for ?
ENTY.color	DESC.reason	why is poop sometimes different colors ?
DESC.def	DESC.reason	what is the function of ram ?
HUM.gr	DESC.reason	give a reason for american indians oftentimes dropping out of school .
DESC.def	DESC.reason	what is jane goodall known for ?
HUM.ind	DESC.reason	what function does a community 's water tower serve ?
HUM.ind	DESC.reason	what 's nature 's purpose for tornadoes ?
HUM.gr	DESC.reason	why did several san diego schools stop serving apples to students ?
ENTY.color	DESC.reason	why is black the color of mourning in the west ?
HUM.ind	DESC.reason	what was the claim to fame of king camp gillette ?
DESC.def	DESC.reason	what is colin powell best known for ?
DESC.def	DESC.reason	what is the purpose of a car bra ?
DESC.def	DESC.reason	what is d.b. cooper known for ?
HUM.ind	DESC.reason	why are electric cars less efficient in the northeast than in california ?
DESC.def	DESC.reason	what is black hills , south dakota most famous for ?
ENTY.color	ENTY.body	what 's the colored part of the eye called ?
LOC.other	ENTY.body	where does your hair grow the fastest ?
NUM.money	ENTY.body	what is the only gland in humans that can regenerate itself ?
HUM.ind	LOC.country	what two south american countries do n't border brazil ?
HUM.ind	LOC.country	what countries have the largest areas of forest ?
HUM.ind	LOC.country	what two european countries entered the war of american independence against the british ?
HUM.ind	LOC.country	what are the nordic nations ?
HUM.ind	LOC.country	what are the benelux countries ?
HUM.ind	LOC.country	what two countries share the khyber pass ?
HUM.ind	ENTY.termeq	what 's the common name for acetylsalicylic acid ?
DESC.def	ENTY.termeq	what is a ball that hits the foul pole called ?
HUM.ind	ENTY.termeq	what do italians call florence ?
DESC.def	ENTY.termeq	what is latin for incompetent ?
DESC.def	ENTY.termeq	what is the belt of low pressure around the equator called ?
HUM.ind	ENTY.termeq	what other name were the `` little rascals '' known as ?
DESC.def	ENTY.termeq	what is the dialogue circle in cartoons called ?
DESC.def	HUM.gr	what isps exist in the caribbean ?
HUM.ind	HUM.gr	who produces spumante ?
LOC.other	HUM.gr	what indian tribe is f troop perpetually doing battle with ?
HUM.ind	HUM.gr	who has won the most super bowls ?
HUM.ind	HUM.gr	who is the leading competitor of trans union company ?
HUM.ind	HUM.gr	who are the challengers of the unknown ?
NUM.count	HUM.gr	what polynesian people inhabit new zealand ?
LOC.country	HUM.gr	what is the best college in the country ?
HUM.ind	HUM.gr	what was the name of the 187s irish terrorist group in pennsylvania mining areas ?
HUM.ind	HUM.gr	woodrow wilson served as president of what university ?
NUM.date	HUM.gr	what new middle school was built in philadelphia , pennsylvania last year ?
HUM.ind	HUM.gr	what party was winston churchill a member of ?
NUM.count	ENTY.letter	what letter is to the right of k on a typewriter keyboard ?
DESC.def	ENTY.product	what is the most advanced handheld calculator in the world ?
HUM.ind	ENTY.product	name the disposable razor that `` costs about 19 cents . ''
HUM.gr	ENTY.product	italy is the largest producer of what ?
HUM.ind	ENTY.product	what soap was touted as being `` for people who like people '' ?
HUM.ind	ENTY.animal	which mosquito 's bite draws blood , dt nn cc dt nn .
HUM.ind	ENTY.animal	which came first , according to genesis 1 : 2 : 22 - the chicken or the egg ?
ENTY.cremat	ENTY.animal	what creature scares people in the film `` jaws '' ?
HUM.ind	ENTY.animal	what is dudley do-right 's horse 's name ?
HUM.ind	ENTY.animal	what predators exist on antarctica ?
DESC.def	ENTY.animal	what is `` the bear of beers '' ?
HUM.ind	ENTY.animal	name a tiger that is extinct .
HUM.ind	ENTY.animal	what horse did zorro ride ?
HUM.ind	ENTY.animal	what was the name of the orca that died of a fungal infection ?
HUM.ind	ENTY.animal	what species is a colt ?
HUM.ind	ENTY.animal	which killer whale died at sea world of a fungal infection ?
HUM.ind	LOC.state	what sprawling u.s. state boasts the most airports ?
HUM.ind	LOC.state	which two states enclose chesapeake bay ?
HUM.ind	LOC.state	what u.s. state lived under six flags ?
HUM.ind	LOC.state	what is the nickname for the state of mississippi ?
HUM.ind	LOC.state	what u.s. state is fort knox in ?
HUM.ind	LOC.state	what u.s. state has an element named for it ?
HUM.ind	LOC.state	in what u.s. state was the first woman governor elected ?
HUM.ind	LOC.state	what u.s. state borders illinois to the north ?
DESC.def	LOC.state	what is the leading pecan and peanut growing state ?
HUM.ind	LOC.state	what u.s. state records the least rainfall ?
HUM.ind	LOC.state	what is the state nickname of mississippi ?
HUM.ind	HUM.title	what was queen victoria 's title regarding india ?
DESC.def	NUM.date	what is the date of boxing day ?
DESC.def	NUM.date	what is the busiest air travel season ?
HUM.ind	NUM.date	what are the three winter months in the southern hemisphere ?
HUM.ind	NUM.date	what day was pearl harbor attacked in 1942 ?
HUM.ind	NUM.date	what time of day did emperor hirohito die ?
NUM.money	NUM.date	when does the average teenager first have intercourse ?
HUM.ind	NUM.date	what day of the week sees the most fatal car accidents ?
HUM.ind	NUM.date	what 's the first day of the week ?
HUM.ind	NUM.date	what century does captain video live in ?
DESC.def	ABBR.exp	what is the full form of .com ?
ABBR.abb	ABBR.exp	cnn is the abbreviation for what ?
DESC.def	ABBR.exp	what is bph ?
HUM.ind	ABBR.exp	what is the full name of the plo ?
DESC.def	ABBR.exp	what does the word laser mean ?
DESC.def	ABBR.exp	what does nn o `` mean when used as a prefix in irish surnames ?
LOC.mount	LOC.other	what is the highest waterfall in the united states ?
HUM.ind	LOC.other	what are the names of the tourist attractions in reims ?
ENTY.body	LOC.other	what body of water does the danube river flow into ?
HUM.ind	LOC.other	what are the world 's four oceans ?
HUM.ind	LOC.other	what sun-blasted , 14-mile wide valley is just north of the mojave desert ?
HUM.ind	LOC.other	what las vegas hotel burned in november , 1980 , with the loss of 84 lives ?
HUM.ind	LOC.other	what sea did the romans call mare nostrum ?
HUM.ind	LOC.other	what stadium do the miami dolphins play their home games in ?
DESC.def	LOC.other	what is the deepest area of the arctic ocean ?
DESC.def	LOC.other	what is answers.com 's address ?
HUM.ind	LOC.other	what ocean is the largest in the world ?
HUM.ind	LOC.other	what 's the closest g2 spectrum yellow dwarf to earth ?
HUM.ind	LOC.other	what desert has been called the garden of allah ?
HUM.ind	LOC.other	in what area of the world was the six day war fought ?
DESC.def	LOC.other	what is the brightest star visible from earth ?
HUM.ind	LOC.other	what was known as the spice island ?
HUM.ind	LOC.other	what attracts tourists to reims ?
DESC.def	LOC.other	what is the web address of the list of e-mail addresses of members of the house of representatives ?
LOC.city	LOC.other	in what city or state do the most gay men live in ?
DESC.def	LOC.other	what is bill gates of microsoft e-mail address ?
LOC.city	LOC.other	what 's the tallest building in new york city ?
HUM.ind	LOC.other	what arch can you see from the place de la concorde ?
HUM.ind	LOC.other	which way do you turn your bic to increase the flame - clockwise or counterclockwise ?
HUM.ind	LOC.other	what county is chicago in ?
HUM.ind	LOC.other	what is the longest place name in the u.s. ?
DESC.def	LOC.other	what is the oldest website on the internet ?
HUM.ind	LOC.other	what 's the longest river in the world ?
HUM.ind	LOC.other	what 's the sacred river of india ?
HUM.ind	LOC.other	what 's the second-largest island in the world ?
LOC.city	LOC.other	what 's the name of the temple that is located near the capital city of laos ?
HUM.ind	NUM.other	what was einstein 's iq ?
DESC.def	NUM.other	what is the latitude and longitude of el paso , texas ?
DESC.def	NUM.other	what is the normal resting heart rate of a healthy adult ?
HUM.ind	NUM.other	what was the number of people that randy steven craft was convicted of killing ?
ENTY.product	NUM.money	what was the price of varian associates ' vacuum products division ?
DESC.def	NUM.money	what is the current ticket fare from from cairo to barbados ?
HUM.ind	ENTY.techmeth	what 's the slowest olympic swimming stroke ?
HUM.ind	ENTY.techmeth	what are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?
HUM.ind	ENTY.techmeth	what is the best way to remove wallpaper ?
ENTY.other	ENTY.techmeth	what are the different approaches of systems analysis ?
HUM.ind	ENTY.techmeth	what golfing accessory was patented by george grant on december 12
HUM.ind	ENTY.techmeth	what are some tips for building a fire in a fireplace ?
ENTY.substance	DESC.manner	how was the element calcium named ?
NUM.date	DESC.manner	how can i find out what year a beanie baby was introduced ?
ENTY.dismed	DESC.manner	how successful is arometherapy ?
HUM.ind	DESC.def	what are liver enzymes ?
ENTY.animal	DESC.def	what are bear and bull markets ?
HUM.ind	DESC.def	what are equity securities ?
HUM.ind	DESC.def	what are hook worms ?
ENTY.cremat	DESC.def	what is the filmmakers collabrative ?
HUM.ind	DESC.def	hazmat stands for what ?
HUM.ind	DESC.def	what are maid-rites ?
HUM.ind	DESC.def	what 's an auberge in france ?
ENTY.color	DESC.def	what is color ?
LOC.other	DESC.def	what is a jellicle cat ?
HUM.ind	DESC.def	what are shooting stars ?
HUM.ind	DESC.def	what are amphibians ?
HUM.ind	DESC.def	what are the seven virtues ?
HUM.ind	DESC.def	what was archy , and mehitabel ?
HUM.ind	DESC.def	what was the chivington massacre ?
HUM.ind	DESC.def	what are the greek numerals ?
HUM.ind	ENTY.food	what rum is so `` mixable '' it is a one-brand bar ?
HUM.ind	ENTY.food	what did brontosauruses eat ?
HUM.ind	ENTY.food	what crop failure caused the irish famine ?
HUM.ind	ENTY.food	what beer advertised that it had `` three rings '' ?
HUM.ind	ENTY.food	what was the first lifesaver flavor ?
HUM.ind	ENTY.food	what do you get by adding lactobacillus bulgaricus to milk ?
HUM.ind	ENTY.food	what do flatfish eat ?
HUM.ind	ENTY.food	what kind of wine is spumante ?
HUM.ind	ENTY.food	what type of food makes you fat ?
HUM.ind	ENTY.food	what do manatees eat ?
HUM.ind	ENTY.food	which condiment was once sold as a patent medicine ?
HUM.ind	ENTY.sport	what game do steve mcqueen and edward g. robinson play in the cincinnati kid ?
HUM.ind	ENTY.sport	in what olympic games did nadia comaneci become popular ?
HUM.ind	ENTY.sport	what card game has variations called canfield , klondike and spider ?
HUM.ind	ENTY.sport	what auto race was wilbur reed the first to win three times ?
ENTY.sport	HUM.ind	what athlete makes the most money from sports merchandise sales ?
ENTY.cremat	HUM.ind	what spy novelist served as moscow correspondent for reuter and the times of london ?
NUM.date	HUM.ind	what baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?
LOC.country	HUM.ind	what 19th-century writer had a country estate on the hudson dubbed sunnyside ?
DESC.desc	HUM.ind	what lawyer won the largest divorce settlement , $85 million , in u.s. history for sheika dena al-farri ?
ENTY.cremat	HUM.ind	what actor starred in 1980 's blue lagoon , 1982 's the pirate movie and 1983 's a night in heaven ?
DESC.def	ENTY.word	what english word comes from the old french covrefeu , meaning cover fire ?
ENTY.lang	ENTY.word	what is the longest word in the english language ?
DESC.desc	ENTY.word	what is the longest english word ?
DESC.desc	ENTY.word	what 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?
HUM.ind	ENTY.other	what articles of clothing are tokens in monopoly ?
HUM.ind	ENTY.other	name a golf course in myrtle beach .
DESC.def	ENTY.other	what does a spermologer collect ?
HUM.ind	ENTY.other	what was cash-conscious colonel edwin l. drake the first to drill ?
HUM.ind	ENTY.other	what weapon is the mythological character apollo most proficient with ?
DESC.def	ENTY.other	what is nebraska 's most valuable resource ?
LOC.other	ENTY.other	what was the education system in the 1960 's ?
HUM.ind	ENTY.other	what four forms does gold occur in ?
DESC.def	ENTY.other	what is the mascot for notre dame university ?
DESC.def	ENTY.other	to what does microsoft 's windows 3 owe its success ?
DESC.def	ENTY.other	what is the lowest level of the american judiciary ?
HUM.ind	ENTY.other	what are the 7 articles of the constitution ?
ENTY.sport	ENTY.other	what 's the tallest piece on a chessboard ?
HUM.ind	ENTY.other	what are the developmental stages of a swimmer ?
HUM.ind	ENTY.other	what gaming devices were dubbed `` mississippi marbles '' and `` memphis dominoes '' ?
HUM.ind	ENTY.other	what 's the most powerful card in euchre ?
HUM.ind	ENTY.other	what are the different types of plastic ?
HUM.ind	ENTY.other	what killed bob marley ?
ENTY.animal	ENTY.other	what do bicornate animals have two of ?
HUM.ind	ENTY.other	what type of bridge is the golden gate bridge ?
HUM.ind	ENTY.other	what deck of cards includes the wheel of fortune , the lovers , and death ?
DESC.def	ENTY.other	what does the statue of liberty wear on her feet ?
HUM.ind	ENTY.other	what household facility contains a float ball , ballcock , and overflow tube ?
DESC.def	ENTY.other	what is grenada 's main commodity export ?
HUM.ind	ENTY.other	what `` magic '' does mandrake employ ?
HUM.ind	ENTY.other	what was introduced commercially by bayer a.g. of leverkusen , in 1899 ?
HUM.ind	ENTY.other	what kind of file has the extension .dbf ?
DESC.desc	ENTY.other	what does a chairbound basophobic fear ?
HUM.ind	ENTY.other	name the operating system that runs on ibm-compatible machines .
HUM.ind	ENTY.other	what can i use to remove the stubborn gummed labels from some diskettes ?
DESC.def	ENTY.other	what is the rarest coin ?
LOC.other	ENTY.other	what kind of education do i need to become a flight attendant ?
HUM.ind	ENTY.other	what type of hunting are retrievers used for ?
HUM.ind	ENTY.other	what did dan aykroyd and john belushi quit saturday night live to become ?
DESC.def	ENTY.other	what is november 's birthstone ?
HUM.ind	ENTY.other	which is the largest clock , diameter wise , in europe ?
HUM.ind	ENTY.other	what types of water pollution are there ?
HUM.ind	ENTY.other	what 's the name of a golf course in myrtle beach ?
DESC.def	ENTY.other	what does god create in the first sentence of the bible ?
DESC.def	ENTY.substance	what is the second hardest substance ?
HUM.ind	ENTY.substance	what are the chemicals used in glowsticks ?
HUM.ind	ENTY.dismed	what chemicals are used in lethal injection ?
DESC.def	ENTY.dismed	what does a topophobic actor suffer from ?
HUM.ind	HUM.desc	who is terrence malick ?
HUM.ind	HUM.desc	who is stein eriksen ?
HUM.ind	HUM.desc	who is the `` queen mother '' ?
HUM.ind	HUM.desc	who is coronado ?
HUM.ind	HUM.desc	who is desmond tutu ?
HUM.ind	HUM.desc	who is barbara jordan ?
HUM.ind	HUM.desc	who is colin powell ?
