HUM.ind	0.216	contain	what was
ENTY.other	0.081	contain	what was
ENTY.substance	0.027	contain	what was
HUM.title	0.666	contain	profession
NUM.date	0.333	contain	profession
HUM.title	1.0	contain	occupation
HUM.title	0.25	contain	title
HUM.ind	0.75	contain	title
HUM.ind	1.0	contain	who was
HUM.gr	0.047	contain	who is
HUM.ind	0.619	contain	who is
HUM.desc	0.333	contain	who is
HUM.ind	1.0	contain	who were
LOC.country	1.0	contain	what country
LOC.country	0.88	contain	country
HUM.gr	0.04	contain	country
LOC.other	0.04	contain	country
HUM.ind	0.04	contain	country
DESC.desc	0.068	contain	where
LOC.mount	0.034	contain	where
DESC.reason	0.017	contain	where
ENTY.body	0.017	contain	where
LOC.other	0.844	contain	where
HUM.ind	0.017	contain	where
LOC.mount	0.058	contain	where is
LOC.other	0.941	contain	where is
LOC.other	1.0	contain	where can
LOC.other	1.0	contain	where was
LOC.city	0.923	contain	what city
LOC.other	0.076	contain	what city
LOC.city	1.0	contain	which city
NUM.count	0.031	contain	city
LOC.city	0.75	contain	city
LOC.country	0.031	contain	city
LOC.other	0.093	contain	city
DESC.manner	0.031	contain	city
HUM.ind	0.062	contain	city
LOC.state	1.0	contain	what state
LOC.mount	1.0	contain	mountain
LOC.city	0.142	contain	highest
LOC.mount	0.714	contain	highest
LOC.other	0.142	contain	highest
NUM.count	0.2	contain	peak
LOC.mount	0.2	contain	peak
LOC.state	0.2	contain	peak
HUM.ind	0.4	contain	peak
NUM.date	1.0	contain	when was
NUM.date	1.0	contain	when did
DESC.desc	0.045	contain	year
NUM.count	0.181	contain	year
ENTY.cremat	0.045	contain	year
HUM.gr	0.045	contain	year
ENTY.animal	0.045	contain	year
NUM.date	0.454	contain	year
NUM.money	0.045	contain	year
DESC.manner	0.045	contain	year
HUM.ind	0.09	contain	year
NUM.date	0.9	contain	what year
DESC.manner	0.1	contain	what year
NUM.date	1.0	contain	when is
NUM.ord	1.0	contain	what chapter
NUM.dist	0.25	contain	how long
NUM.period	0.75	contain	how long
NUM.period	1.0	contain	how old
LOC.country	0.333	contain	population
NUM.other	0.666	contain	population
DESC.desc	0.052	contain	people
NUM.count	0.263	contain	people
LOC.mount	0.052	contain	people
DESC.reason	0.105	contain	people
LOC.country	0.052	contain	people
HUM.gr	0.052	contain	people
ENTY.product	0.105	contain	people
ENTY.animal	0.105	contain	people
NUM.other	0.052	contain	people
HUM.ind	0.157	contain	people
NUM.other	1.0	contain	quantity
NUM.perc	1.0	contain	what fraction
NUM.perc	1.0	contain	what percent
NUM.perc	1.0	contain	what percentage
DESC.reason	0.5	contain	temperature
NUM.temp	0.5	contain	temperature
NUM.temp	1.0	contain	what is the temperature
NUM.code	1.0	contain	what is the telephone number
NUM.code	0.5	contain	telephone number
LOC.other	0.5	contain	telephone number
NUM.count	0.125	contain	how much
HUM.gr	0.125	contain	how much
NUM.money	0.75	contain	how much
NUM.money	1.0	contain	paid
ENTY.event	0.125	contain	cost
ENTY.cremat	0.125	contain	cost
ENTY.product	0.125	contain	cost
NUM.money	0.375	contain	cost
HUM.ind	0.25	contain	cost
NUM.money	0.5	contain	money
HUM.ind	0.5	contain	money
NUM.volsize	1.0	contain	what is the size
NUM.volsize	1.0	contain	what is the acreage
NUM.volsize	0.5	contain	size
ENTY.animal	0.5	contain	size
NUM.count	1.0	contain	how many
NUM.count	0.111	contain	number
NUM.code	0.111	contain	number
LOC.other	0.111	contain	number
NUM.other	0.111	contain	number
DESC.manner	0.333	contain	number
ENTY.food	0.111	contain	number
ENTY.sport	0.111	contain	number
NUM.count	0.333	contain	average
NUM.date	0.166	contain	average
NUM.money	0.5	contain	average
NUM.dist	1.0	contain	how far
NUM.speed	1.0	contain	what is the speed
NUM.speed	1.0	contain	speed
NUM.speed	1.0	contain	how fast
DESC.reason	0.142	contain	fast
ENTY.body	0.142	contain	fast
NUM.speed	0.285	contain	fast
HUM.ind	0.142	contain	fast
ENTY.other	0.285	contain	fast
DESC.reason	1.0	contain	why do
DESC.reason	1.0	contain	what causes
DESC.reason	1.0	contain	what makes
DESC.reason	1.0	contain	what cause
DESC.reason	1.0	contain	why does
DESC.reason	1.0	contain	why were
DESC.desc	0.027	contain	what does
ABBR.exp	0.297	contain	what does
NUM.money	0.054	contain	what does
DESC.def	0.405	contain	what does
ENTY.other	0.162	contain	what does
ENTY.substance	0.027	contain	what does
ENTY.dismed	0.027	contain	what does
DESC.manner	1.0	contain	how did
DESC.manner	1.0	contain	how can
ENTY.termeq	0.107	contain	how do
DESC.manner	0.892	contain	how do
DESC.manner	1.0	contain	how is
DESC.desc	0.769	contain	origin
LOC.country	0.076	contain	origin
LOC.other	0.076	contain	origin
HUM.ind	0.076	contain	origin
DESC.desc	0.5	contain	history
HUM.gr	0.25	contain	history
HUM.ind	0.25	contain	history
DESC.desc	0.125	contain	term
ENTY.termeq	0.5	contain	term
DESC.manner	0.25	contain	term
HUM.ind	0.125	contain	term
DESC.desc	1.0	contain	difference
DESC.desc	1.0	contain	example
ENTY.symbol	1.0	contain	what sign
DESC.desc	0.142	contain	sign
ENTY.event	0.142	contain	sign
ENTY.cremat	0.142	contain	sign
NUM.date	0.285	contain	sign
ENTY.symbol	0.142	contain	sign
DESC.manner	0.142	contain	sign
NUM.count	0.333	contain	symbol
ENTY.product	0.333	contain	symbol
ENTY.symbol	0.333	contain	symbol
HUM.gr	0.142	contain	product
ENTY.product	0.714	contain	product
NUM.money	0.142	contain	product
ENTY.cremat	0.2	contain	produce
HUM.gr	0.4	contain	produce
ENTY.product	0.2	contain	produce
DESC.manner	0.2	contain	produce
DESC.reason	0.153	contain	color
ENTY.body	0.076	contain	color
ENTY.color	0.615	contain	color
DESC.def	0.076	contain	color
HUM.ind	0.076	contain	color
ENTY.color	1.0	contain	what color
LOC.state	0.2	contain	element
LOC.other	0.2	contain	element
DESC.manner	0.2	contain	element
ENTY.substance	0.4	contain	element
ENTY.substance	1.0	contain	consist of
ENTY.substance	1.0	contain	made of
NUM.perc	0.125	contain	body
DESC.reason	0.125	contain	body
ENTY.body	0.25	contain	body
NUM.period	0.125	contain	body
LOC.other	0.125	contain	body
HUM.ind	0.125	contain	body
ENTY.dismed	0.125	contain	body
ENTY.cremat	0.166	contain	eye
ENTY.body	0.166	contain	eye
ENTY.animal	0.166	contain	eye
LOC.other	0.166	contain	eye
ENTY.sport	0.166	contain	eye
HUM.ind	0.166	contain	eye
ENTY.body	1.0	contain	tongue
DESC.desc	0.428	contain	hair
ENTY.body	0.142	contain	hair
ENTY.product	0.142	contain	hair
HUM.ind	0.142	contain	hair
ENTY.other	0.142	contain	hair
ENTY.body	0.333	contain	gland
NUM.money	0.666	contain	gland
DESC.desc	0.032	contain	eat
NUM.count	0.096	contain	eat
LOC.city	0.032	contain	eat
ENTY.cremat	0.193	contain	eat
DESC.reason	0.032	contain	eat
HUM.gr	0.064	contain	eat
ENTY.animal	0.032	contain	eat
NUM.date	0.032	contain	eat
DESC.manner	0.064	contain	eat
DESC.def	0.032	contain	eat
ENTY.food	0.096	contain	eat
ENTY.sport	0.032	contain	eat
HUM.ind	0.161	contain	eat
ENTY.other	0.064	contain	eat
ENTY.dismed	0.032	contain	eat
ENTY.food	1.0	contain	cocktail
ENTY.food	0.8	contain	drink
HUM.ind	0.2	contain	drink
ENTY.food	0.333	contain	food
HUM.ind	0.333	contain	food
ENTY.dismed	0.333	contain	food
ENTY.termeq	1.0	contain	how do you say
ENTY.cremat	1.0	contain	what poem
ENTY.cremat	1.0	contain	what song
ENTY.cremat	1.0	contain	what film
ENTY.cremat	1.0	contain	what movie
ENTY.cremat	0.583	contain	movie
LOC.other	0.083	contain	movie
HUM.ind	0.333	contain	movie
ENTY.cremat	0.636	contain	film
ENTY.animal	0.09	contain	film
LOC.other	0.09	contain	film
DESC.def	0.09	contain	film
HUM.ind	0.09	contain	film
DESC.desc	0.066	contain	play
NUM.count	0.066	contain	play
ENTY.cremat	0.066	contain	play
ENTY.termeq	0.066	contain	play
ENTY.instru	0.133	contain	play
LOC.other	0.133	contain	play
DESC.manner	0.066	contain	play
ENTY.sport	0.2	contain	play
HUM.ind	0.2	contain	play
ENTY.cremat	0.333	contain	poem
DESC.def	0.333	contain	poem
HUM.ind	0.333	contain	poem
ENTY.cremat	0.333	contain	book
LOC.other	0.111	contain	book
ENTY.food	0.111	contain	book
ENTY.sport	0.111	contain	book
HUM.ind	0.333	contain	book
ENTY.cremat	0.6	contain	novel
HUM.ind	0.4	contain	novel
ENTY.religion	0.5	contain	religion
DESC.def	0.5	contain	religion
ENTY.religion	1.0	contain	in what religion
ENTY.letter	1.0	contain	vowel
NUM.count	0.5	contain	letter
ENTY.letter	0.5	contain	letter
ENTY.plant	1.0	contain	shrub
ENTY.plant	0.8	contain	plant
DESC.def	0.2	contain	plant
ENTY.plant	1.0	contain	what shrub
ENTY.plant	1.0	contain	what plant
NUM.count	0.09	contain	way
LOC.city	0.09	contain	way
ENTY.cremat	0.09	contain	way
ENTY.product	0.09	contain	way
LOC.other	0.09	contain	way
ENTY.techmeth	0.181	contain	way
HUM.ind	0.363	contain	way
ENTY.techmeth	0.5	contain	approach
ENTY.other	0.5	contain	approach
ENTY.techmeth	1.0	contain	technique
ENTY.veh	1.0	contain	liner
ENTY.veh	1.0	contain	vessel
DESC.manner	1.0	contain	vehicle
DESC.desc	0.06	contain	car
NUM.count	0.09	contain	car
LOC.city	0.03	contain	car
ENTY.cremat	0.03	contain	car
DESC.reason	0.06	contain	car
ENTY.termeq	0.06	contain	car
HUM.gr	0.09	contain	car
ENTY.product	0.06	contain	car
ENTY.animal	0.03	contain	car
NUM.speed	0.03	contain	car
NUM.date	0.03	contain	car
ENTY.symbol	0.03	contain	car
LOC.other	0.03	contain	car
NUM.money	0.09	contain	car
DESC.manner	0.03	contain	car
DESC.def	0.03	contain	car
ENTY.sport	0.03	contain	car
HUM.ind	0.121	contain	car
ENTY.other	0.06	contain	car
ENTY.animal	0.888	contain	animal
ENTY.other	0.111	contain	animal
ENTY.animal	1.0	contain	mammal
ENTY.animal	1.0	contain	geese
ENTY.cremat	0.2	contain	bear
ENTY.animal	0.4	contain	bear
DESC.def	0.2	contain	bear
HUM.ind	0.2	contain	bear
DESC.desc	0.25	contain	dog
ENTY.event	0.125	contain	dog
NUM.count	0.125	contain	dog
ENTY.animal	0.5	contain	dog
DESC.desc	0.076	contain	cat
LOC.city	0.076	contain	cat
HUM.gr	0.076	contain	cat
ENTY.animal	0.153	contain	cat
LOC.other	0.384	contain	cat
DESC.def	0.076	contain	cat
ENTY.other	0.153	contain	cat
DESC.def	1.0	contain	duck
ENTY.animal	1.0	contain	bird
ENTY.animal	1.0	contain	rabbit
ENTY.animal	1.0	contain	snake
HUM.gr	0.333	contain	domestic
ENTY.animal	0.333	contain	domestic
ENTY.other	0.333	contain	domestic
ENTY.animal	1.0	contain	racoon
ENTY.animal	1.0	contain	fowl
HUM.gr	0.333	contain	instrument
ENTY.instru	0.666	contain	instrument
ENTY.instru	1.0	contain	what instrument
ENTY.instru	1.0	contain	what musical instrument
NUM.volsize	0.032	contain	age
NUM.perc	0.064	contain	age
ENTY.event	0.032	contain	age
NUM.count	0.129	contain	age
LOC.city	0.032	contain	age
HUM.gr	0.064	contain	age
ENTY.color	0.032	contain	age
ENTY.lang	0.129	contain	age
HUM.title	0.032	contain	age
NUM.date	0.064	contain	age
NUM.money	0.129	contain	age
DESC.manner	0.032	contain	age
HUM.ind	0.161	contain	age
ENTY.word	0.032	contain	age
ENTY.other	0.032	contain	age
ENTY.event	1.0	contain	holiday
ENTY.event	0.75	contain	event
ENTY.sport	0.25	contain	event
DESC.desc	0.047	contain	war
ENTY.event	0.142	contain	war
LOC.city	0.047	contain	war
ENTY.cremat	0.047	contain	war
DESC.reason	0.047	contain	war
LOC.country	0.047	contain	war
HUM.gr	0.095	contain	war
LOC.state	0.047	contain	war
NUM.date	0.095	contain	war
LOC.other	0.095	contain	war
NUM.other	0.047	contain	war
ENTY.sport	0.047	contain	war
HUM.ind	0.19	contain	war
ENTY.event	1.0	contain	disaster
ENTY.event	1.0	contain	phenomenon
ENTY.dismed	1.0	contain	what is a fear
ENTY.dismed	1.0	contain	fear of
LOC.other	0.25	contain	disease
ENTY.dismed	0.75	contain	disease
DESC.manner	0.5	contain	therapy
ENTY.dismed	0.5	contain	therapy
DESC.manner	0.5	contain	cancer
ENTY.dismed	0.5	contain	cancer
ENTY.lang	0.666	contain	language
HUM.ind	0.166	contain	language
ENTY.word	0.166	contain	language
ENTY.lang	1.0	contain	what language
ENTY.lang	1.0	contain	what is a language
DESC.desc	0.052	contain	game
NUM.count	0.21	contain	game
ENTY.cremat	0.052	contain	game
LOC.country	0.052	contain	game
HUM.gr	0.052	contain	game
LOC.other	0.052	contain	game
ENTY.sport	0.263	contain	game
HUM.ind	0.263	contain	game
DESC.desc	0.111	contain	board
NUM.count	0.111	contain	board
NUM.dist	0.111	contain	board
LOC.country	0.111	contain	board
ENTY.letter	0.111	contain	board
DESC.manner	0.111	contain	board
ENTY.sport	0.222	contain	board
ENTY.other	0.111	contain	board
DESC.manner	0.125	contain	sport
ENTY.sport	0.75	contain	sport
HUM.ind	0.125	contain	sport
ENTY.sport	1.0	contain	what sport
DESC.desc	0.285	contain	word
NUM.count	0.071	contain	word
ENTY.termeq	0.071	contain	word
HUM.gr	0.071	contain	word
ABBR.exp	0.071	contain	word
DESC.manner	0.071	contain	word
DESC.def	0.071	contain	word
ENTY.word	0.285	contain	word
ENTY.word	1.0	contain	plural
ABBR.exp	0.5	contain	abbreviation
ABBR.abb	0.5	contain	abbreviation
ABBR.abb	1.0	contain	what is the abbreviation
ABBR.exp	1.0	contain	stand for
DESC.desc	0.08	contain	mean
LOC.city	0.04	contain	mean
HUM.gr	0.04	contain	mean
ABBR.exp	0.08	contain	mean
DESC.def	0.72	contain	mean
ENTY.word	0.04	contain	mean
ABBR.exp	0.4	contain	abbreviat
ABBR.abb	0.6	contain	abbreviat
